Date,nom_ar,nom_fr,unite,valeur
2025-12-29 22:00:00,Direction du vent,Direction du vent,Deg,273.8
2025-12-29 22:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.0
2025-12-29 22:00:00,Vitesse du vent,Vitesse du vent,m/s,0.69
2025-12-29 21:00:00,Point de Rosée,Point de Rosée,°C,7.4
2025-12-29 21:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 21:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.1
2025-12-29 21:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 21:00:00,Humidité relative,Humidité relative,%,90.9
2025-12-29 21:00:00,Température,Température,°C,8.8
2025-12-29 21:00:00,Direction du vent,Direction du vent,Deg,212.7
2025-12-29 21:00:00,Vitesse du vent,Vitesse du vent,m/s,0.26
2025-12-29 20:00:00,Température,Température,°C,9.6
2025-12-29 20:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 20:00:00,Vitesse du vent,Vitesse du vent,m/s,0.37
2025-12-29 20:00:00,Direction du vent,Direction du vent,Deg,184.3
2025-12-29 20:00:00,Humidité relative,Humidité relative,%,87.4
2025-12-29 20:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.1
2025-12-29 20:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 20:00:00,Point de Rosée,Point de Rosée,°C,7.6
2025-12-29 19:00:00,Vitesse du vent,Vitesse du vent,m/s,0.53
2025-12-29 19:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 19:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.2
2025-12-29 19:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 19:00:00,Point de Rosée,Point de Rosée,°C,8.3
2025-12-29 19:00:00,Humidité relative,Humidité relative,%,86.9
2025-12-29 19:00:00,Température,Température,°C,10.4
2025-12-29 19:00:00,Direction du vent,Direction du vent,Deg,256.3
2025-12-29 18:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 18:00:00,Humidité relative,Humidité relative,%,79.1
2025-12-29 18:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 18:00:00,Température,Température,°C,11.9
2025-12-29 18:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.0
2025-12-29 18:00:00,Direction du vent,Direction du vent,Deg,310.5
2025-12-29 18:00:00,Point de Rosée,Point de Rosée,°C,8.4
2025-12-29 18:00:00,Vitesse du vent,Vitesse du vent,m/s,0.21
2025-12-29 17:00:00,Point de Rosée,Point de Rosée,°C,7.7
2025-12-29 17:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.1
2025-12-29 17:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 17:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,26.0
2025-12-29 17:00:00,Vitesse du vent,Vitesse du vent,m/s,0.25
2025-12-29 17:00:00,Humidité relative,Humidité relative,%,60.5
2025-12-29 17:00:00,Température,Température,°C,15.3
2025-12-29 17:00:00,Direction du vent,Direction du vent,Deg,181.1
2025-12-29 16:00:00,Vitesse du vent,Vitesse du vent,m/s,0.4
2025-12-29 16:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 16:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.2
2025-12-29 16:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,139.0
2025-12-29 16:00:00,Point de Rosée,Point de Rosée,°C,8.6
2025-12-29 16:00:00,Humidité relative,Humidité relative,%,61.4
2025-12-29 16:00:00,Température,Température,°C,16.0
2025-12-29 16:00:00,Direction du vent,Direction du vent,Deg,234.2
2025-12-29 15:00:00,Point de Rosée,Point de Rosée,°C,7.8
2025-12-29 15:00:00,Vitesse du vent,Vitesse du vent,m/s,1.17
2025-12-29 15:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 15:00:00,Humidité relative,Humidité relative,%,57.8
2025-12-29 15:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.3
2025-12-29 15:00:00,Direction du vent,Direction du vent,Deg,178.6
2025-12-29 15:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,191.0
2025-12-29 15:00:00,Température,Température,°C,16.1
2025-12-29 14:00:00,Point de Rosée,Point de Rosée,°C,8.2
2025-12-29 14:00:00,Humidité relative,Humidité relative,%,57.9
2025-12-29 14:00:00,Température,Température,°C,16.5
2025-12-29 14:00:00,Direction du vent,Direction du vent,Deg,174.2
2025-12-29 14:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 14:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.6
2025-12-29 14:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,210.0
2025-12-29 14:00:00,Vitesse du vent,Vitesse du vent,m/s,1.54
2025-12-29 13:00:00,Point de Rosée,Point de Rosée,°C,8.4
2025-12-29 13:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 13:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.0
2025-12-29 13:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,191.0
2025-12-29 13:00:00,Humidité relative,Humidité relative,%,57.5
2025-12-29 13:00:00,Température,Température,°C,16.9
2025-12-29 13:00:00,Direction du vent,Direction du vent,Deg,197.7
2025-12-29 13:00:00,Vitesse du vent,Vitesse du vent,m/s,1.69
2025-12-29 12:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 12:00:00,Humidité relative,Humidité relative,%,62.3
2025-12-29 12:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,415.0
2025-12-29 12:00:00,Température,Température,°C,15.8
2025-12-29 12:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.0
2025-12-29 12:00:00,Direction du vent,Direction du vent,Deg,246.2
2025-12-29 12:00:00,Point de Rosée,Point de Rosée,°C,8.6
2025-12-29 12:00:00,Vitesse du vent,Vitesse du vent,m/s,1.25
2025-12-29 11:00:00,Point de Rosée,Point de Rosée,°C,8.5
2025-12-29 11:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 11:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.9
2025-12-29 11:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,370.0
2025-12-29 11:00:00,Vitesse du vent,Vitesse du vent,m/s,1.07
2025-12-29 11:00:00,Humidité relative,Humidité relative,%,68.2
2025-12-29 11:00:00,Température,Température,°C,14.3
2025-12-29 11:00:00,Direction du vent,Direction du vent,Deg,242.7
2025-12-29 10:00:00,Vitesse du vent,Vitesse du vent,m/s,2.31
2025-12-29 10:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 10:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1018.2
2025-12-29 10:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,303.0
2025-12-29 10:00:00,Point de Rosée,Point de Rosée,°C,8.7
2025-12-29 10:00:00,Humidité relative,Humidité relative,%,74.9
2025-12-29 10:00:00,Température,Température,°C,13.1
2025-12-29 10:00:00,Direction du vent,Direction du vent,Deg,200.2
2025-12-29 09:00:00,Point de Rosée,Point de Rosée,°C,7.9
2025-12-29 09:00:00,Vitesse du vent,Vitesse du vent,m/s,0.36
2025-12-29 09:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 09:00:00,Humidité relative,Humidité relative,%,87.2
2025-12-29 09:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.9
2025-12-29 09:00:00,Direction du vent,Direction du vent,Deg,308.5
2025-12-29 09:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,103.0
2025-12-29 09:00:00,Température,Température,°C,9.9
2025-12-29 08:00:00,Point de Rosée,Point de Rosée,°C,8.0
2025-12-29 08:00:00,Vitesse du vent,Vitesse du vent,m/s,0.62
2025-12-29 08:00:00,Direction du vent,Direction du vent,Deg,130.5
2025-12-29 08:00:00,Température,Température,°C,8.6
2025-12-29 08:00:00,Humidité relative,Humidité relative,%,96.5
2025-12-29 08:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,31.0
2025-12-29 08:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.5
2025-12-29 08:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 07:00:00,Humidité relative,Humidité relative,%,94.4
2025-12-29 07:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.3
2025-12-29 07:00:00,Point de Rosée,Point de Rosée,°C,7.3
2025-12-29 07:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 07:00:00,Vitesse du vent,Vitesse du vent,m/s,0.6
2025-12-29 07:00:00,Température,Température,°C,8.2
2025-12-29 07:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 07:00:00,Direction du vent,Direction du vent,Deg,224.9
2025-12-29 06:00:00,Point de Rosée,Point de Rosée,°C,7.7
2025-12-29 06:00:00,Humidité relative,Humidité relative,%,97.4
2025-12-29 06:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 06:00:00,Température,Température,°C,8.1
2025-12-29 06:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 06:00:00,Direction du vent,Direction du vent,Deg,258.4
2025-12-29 06:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.4
2025-12-29 06:00:00,Vitesse du vent,Vitesse du vent,m/s,0.48
2025-12-29 05:00:00,Point de Rosée,Point de Rosée,°C,7.9
2025-12-29 05:00:00,Vitesse du vent,Vitesse du vent,m/s,0.26
2025-12-29 05:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 05:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.3
2025-12-29 05:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 05:00:00,Humidité relative,Humidité relative,%,95.9
2025-12-29 05:00:00,Température,Température,°C,8.5
2025-12-29 05:00:00,Direction du vent,Direction du vent,Deg,76.3
2025-12-29 04:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 04:00:00,Humidité relative,Humidité relative,%,92.9
2025-12-29 04:00:00,Vitesse du vent,Vitesse du vent,m/s,0.24
2025-12-29 04:00:00,Point de Rosée,Point de Rosée,°C,7.8
2025-12-29 04:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 04:00:00,Température,Température,°C,8.9
2025-12-29 04:00:00,Direction du vent,Direction du vent,Deg,54.4
2025-12-29 04:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.5
2025-12-29 03:00:00,Vitesse du vent,Vitesse du vent,m/s,0.11
2025-12-29 03:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 03:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.7
2025-12-29 03:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 03:00:00,Humidité relative,Humidité relative,%,88.9
2025-12-29 03:00:00,Température,Température,°C,9.6
2025-12-29 03:00:00,Direction du vent,Direction du vent,Deg,40.3
2025-12-29 03:00:00,Point de Rosée,Point de Rosée,°C,7.9
2025-12-29 02:00:00,Humidité relative,Humidité relative,%,83.7
2025-12-29 02:00:00,Vitesse du vent,Vitesse du vent,m/s,0.87
2025-12-29 02:00:00,Direction du vent,Direction du vent,Deg,224.4
2025-12-29 02:00:00,Température,Température,°C,10.6
2025-12-29 02:00:00,Point de Rosée,Point de Rosée,°C,8.0
2025-12-29 02:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,1.0
2025-12-29 02:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.4
2025-12-29 02:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 01:00:00,Humidité relative,Humidité relative,%,97.8
2025-12-29 01:00:00,Direction du vent,Direction du vent,Deg,227.2
2025-12-29 01:00:00,Température,Température,°C,9.8
2025-12-29 01:00:00,Vitesse du vent,Vitesse du vent,m/s,0.4
2025-12-29 01:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.32
2025-12-29 01:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.0
2025-12-29 01:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-29 01:00:00,Point de Rosée,Point de Rosée,°C,9.4
2025-12-29 00:00:00,Vitesse du vent,Vitesse du vent,m/s,0.24
2025-12-29 00:00:00,Humidité relative,Humidité relative,%,99.4
2025-12-29 00:00:00,Direction du vent,Direction du vent,Deg,287.6
2025-12-29 00:00:00,Température,Température,°C,10.1
2025-12-29 00:00:00,Point de Rosée,Point de Rosée,°C,10.0
2025-12-29 00:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.5
2025-12-29 00:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,1.0
2025-12-29 00:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 23:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 23:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 23:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.6
2025-12-28 23:00:00,Point de Rosée,Point de Rosée,°C,10.0
2025-12-28 23:00:00,Vitesse du vent,Vitesse du vent,m/s,0.05
2025-12-28 23:00:00,Direction du vent,Direction du vent,Deg,220.4
2025-12-28 23:00:00,Température,Température,°C,10.1
2025-12-28 23:00:00,Humidité relative,Humidité relative,%,99.4
2025-12-28 22:00:00,Vitesse du vent,Vitesse du vent,m/s,0.25
2025-12-28 22:00:00,Point de Rosée,Point de Rosée,°C,10.6
2025-12-28 22:00:00,Température,Température,°C,10.8
2025-12-28 22:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 22:00:00,Direction du vent,Direction du vent,Deg,223.1
2025-12-28 22:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.7
2025-12-28 22:00:00,Humidité relative,Humidité relative,%,98.9
2025-12-28 22:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 21:00:00,Vitesse du vent,Vitesse du vent,m/s,0.25
2025-12-28 21:00:00,Direction du vent,Direction du vent,Deg,43.1
2025-12-28 21:00:00,Température,Température,°C,10.8
2025-12-28 21:00:00,Humidité relative,Humidité relative,%,98.7
2025-12-28 21:00:00,Point de Rosée,Point de Rosée,°C,10.6
2025-12-28 21:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 21:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.5
2025-12-28 21:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 20:00:00,Vitesse du vent,Vitesse du vent,m/s,0.2
2025-12-28 20:00:00,Humidité relative,Humidité relative,%,98.0
2025-12-28 20:00:00,Direction du vent,Direction du vent,Deg,248.4
2025-12-28 20:00:00,Température,Température,°C,11.1
2025-12-28 20:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,1.0
2025-12-28 20:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.2
2025-12-28 20:00:00,Point de Rosée,Point de Rosée,°C,10.8
2025-12-28 20:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 19:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.0
2025-12-28 19:00:00,Vitesse du vent,Vitesse du vent,m/s,0.29
2025-12-28 19:00:00,Direction du vent,Direction du vent,Deg,234.5
2025-12-28 19:00:00,Température,Température,°C,11.4
2025-12-28 19:00:00,Humidité relative,Humidité relative,%,94.9
2025-12-28 19:00:00,Point de Rosée,Point de Rosée,°C,10.6
2025-12-28 19:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 19:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 18:00:00,Température,Température,°C,12.5
2025-12-28 18:00:00,Vitesse du vent,Vitesse du vent,m/s,0.5
2025-12-28 18:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 18:00:00,Point de Rosée,Point de Rosée,°C,11.0
2025-12-28 18:00:00,Humidité relative,Humidité relative,%,90.5
2025-12-28 18:00:00,Direction du vent,Direction du vent,Deg,240.2
2025-12-28 18:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.4
2025-12-28 18:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 17:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,9.0
2025-12-28 17:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 17:00:00,Vitesse du vent,Vitesse du vent,m/s,0.25
2025-12-28 17:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.0
2025-12-28 17:00:00,Point de Rosée,Point de Rosée,°C,11.2
2025-12-28 17:00:00,Direction du vent,Direction du vent,Deg,91.2
2025-12-28 17:00:00,Température,Température,°C,15.5
2025-12-28 17:00:00,Humidité relative,Humidité relative,%,75.8
2025-12-28 16:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 16:00:00,Humidité relative,Humidité relative,%,70.3
2025-12-28 16:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,127.0
2025-12-28 16:00:00,Point de Rosée,Point de Rosée,°C,11.4
2025-12-28 16:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.0
2025-12-28 16:00:00,Direction du vent,Direction du vent,Deg,112.5
2025-12-28 16:00:00,Température,Température,°C,16.9
2025-12-28 16:00:00,Vitesse du vent,Vitesse du vent,m/s,0.78
2025-12-28 15:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 15:00:00,Vitesse du vent,Vitesse du vent,m/s,0.94
2025-12-28 15:00:00,Direction du vent,Direction du vent,Deg,134.6
2025-12-28 15:00:00,Température,Température,°C,17.4
2025-12-28 15:00:00,Humidité relative,Humidité relative,%,70.0
2025-12-28 15:00:00,Point de Rosée,Point de Rosée,°C,11.9
2025-12-28 15:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,272.0
2025-12-28 15:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.8
2025-12-28 14:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1015.8
2025-12-28 14:00:00,Humidité relative,Humidité relative,%,71.1
2025-12-28 14:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,382.0
2025-12-28 14:00:00,Température,Température,°C,17.1
2025-12-28 14:00:00,Direction du vent,Direction du vent,Deg,92.8
2025-12-28 14:00:00,Vitesse du vent,Vitesse du vent,m/s,0.95
2025-12-28 14:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 14:00:00,Point de Rosée,Point de Rosée,°C,11.8
2025-12-28 13:00:00,Température,Température,°C,16.8
2025-12-28 13:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 13:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,439.0
2025-12-28 13:00:00,Point de Rosée,Point de Rosée,°C,11.8
2025-12-28 13:00:00,Humidité relative,Humidité relative,%,72.5
2025-12-28 13:00:00,Direction du vent,Direction du vent,Deg,25.9
2025-12-28 13:00:00,Vitesse du vent,Vitesse du vent,m/s,0.76
2025-12-28 13:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.4
2025-12-28 12:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.0
2025-12-28 12:00:00,Humidité relative,Humidité relative,%,69.8
2025-12-28 12:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 12:00:00,Direction du vent,Direction du vent,Deg,121.1
2025-12-28 12:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,445.0
2025-12-28 12:00:00,Point de Rosée,Point de Rosée,°C,11.6
2025-12-28 12:00:00,Température,Température,°C,17.2
2025-12-28 12:00:00,Vitesse du vent,Vitesse du vent,m/s,0.77
2025-12-28 11:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 11:00:00,Humidité relative,Humidité relative,%,74.3
2025-12-28 11:00:00,Température,Température,°C,15.7
2025-12-28 11:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.8
2025-12-28 11:00:00,Direction du vent,Direction du vent,Deg,113.3
2025-12-28 11:00:00,Point de Rosée,Point de Rosée,°C,11.1
2025-12-28 11:00:00,Vitesse du vent,Vitesse du vent,m/s,0.89
2025-12-28 11:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,409.0
2025-12-28 10:00:00,Point de Rosée,Point de Rosée,°C,11.0
2025-12-28 10:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 10:00:00,Température,Température,°C,13.9
2025-12-28 10:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1018.1
2025-12-28 10:00:00,Humidité relative,Humidité relative,%,82.7
2025-12-28 10:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,315.0
2025-12-28 10:00:00,Direction du vent,Direction du vent,Deg,308.9
2025-12-28 10:00:00,Vitesse du vent,Vitesse du vent,m/s,0.37
2025-12-28 09:00:00,Température,Température,°C,11.7
2025-12-28 09:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 09:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.5
2025-12-28 09:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,186.0
2025-12-28 09:00:00,Point de Rosée,Point de Rosée,°C,10.8
2025-12-28 09:00:00,Humidité relative,Humidité relative,%,94.3
2025-12-28 09:00:00,Direction du vent,Direction du vent,Deg,269.3
2025-12-28 09:00:00,Vitesse du vent,Vitesse du vent,m/s,0.97
2025-12-28 08:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 08:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-28 08:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,28.0
2025-12-28 08:00:00,Température,Température,°C,9.7
2025-12-28 08:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.0
2025-12-28 08:00:00,Direction du vent,Direction du vent,Deg,230.9
2025-12-28 08:00:00,Point de Rosée,Point de Rosée,°C,9.7
2025-12-28 08:00:00,Vitesse du vent,Vitesse du vent,m/s,0.79
2025-12-28 07:00:00,Point de Rosée,Point de Rosée,°C,9.1
2025-12-28 07:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 07:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.5
2025-12-28 07:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 07:00:00,Vitesse du vent,Vitesse du vent,m/s,0.78
2025-12-28 07:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-28 07:00:00,Température,Température,°C,9.1
2025-12-28 07:00:00,Direction du vent,Direction du vent,Deg,309.5
2025-12-28 06:00:00,Vitesse du vent,Vitesse du vent,m/s,0.24
2025-12-28 06:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 06:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.4
2025-12-28 06:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 06:00:00,Point de Rosée,Point de Rosée,°C,8.5
2025-12-28 06:00:00,Humidité relative,Humidité relative,%,99.9
2025-12-28 06:00:00,Température,Température,°C,8.5
2025-12-28 06:00:00,Direction du vent,Direction du vent,Deg,271.4
2025-12-28 05:00:00,Point de Rosée,Point de Rosée,°C,8.5
2025-12-28 05:00:00,Vitesse du vent,Vitesse du vent,m/s,0.2
2025-12-28 05:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 05:00:00,Humidité relative,Humidité relative,%,98.0
2025-12-28 05:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.4
2025-12-28 05:00:00,Direction du vent,Direction du vent,Deg,130.4
2025-12-28 05:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 05:00:00,Température,Température,°C,8.8
2025-12-28 04:00:00,Vitesse du vent,Vitesse du vent,m/s,0.37
2025-12-28 04:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 04:00:00,Direction du vent,Direction du vent,Deg,14.6
2025-12-28 04:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.5
2025-12-28 04:00:00,Température,Température,°C,10.4
2025-12-28 04:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 04:00:00,Humidité relative,Humidité relative,%,97.2
2025-12-28 04:00:00,Point de Rosée,Point de Rosée,°C,10.0
2025-12-28 03:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.7
2025-12-28 03:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 03:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 03:00:00,Point de Rosée,Point de Rosée,°C,10.9
2025-12-28 03:00:00,Humidité relative,Humidité relative,%,98.5
2025-12-28 03:00:00,Température,Température,°C,11.1
2025-12-28 03:00:00,Direction du vent,Direction du vent,Deg,281.1
2025-12-28 03:00:00,Vitesse du vent,Vitesse du vent,m/s,1.12
2025-12-28 02:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 02:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-28 02:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 02:00:00,Température,Température,°C,11.3
2025-12-28 02:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.7
2025-12-28 02:00:00,Direction du vent,Direction du vent,Deg,285.0
2025-12-28 02:00:00,Point de Rosée,Point de Rosée,°C,11.3
2025-12-28 02:00:00,Vitesse du vent,Vitesse du vent,m/s,1.07
2025-12-28 01:00:00,Point de Rosée,Point de Rosée,°C,11.3
2025-12-28 01:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.19
2025-12-28 01:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1016.7
2025-12-28 01:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 01:00:00,Vitesse du vent,Vitesse du vent,m/s,1.32
2025-12-28 01:00:00,Humidité relative,Humidité relative,%,99.7
2025-12-28 01:00:00,Température,Température,°C,11.4
2025-12-28 01:00:00,Direction du vent,Direction du vent,Deg,273.4
2025-12-28 00:00:00,Vitesse du vent,Vitesse du vent,m/s,0.74
2025-12-28 00:00:00,Évapotranspiration Horaire,Évapotranspiration Horaire,mm/h,1.34
2025-12-28 00:00:00,Pression atmosphérique,Pression atmosphérique,mm/j,1017.0
2025-12-28 00:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,0.0
2025-12-28 00:00:00,Point de Rosée,Point de Rosée,°C,11.3
2025-12-28 00:00:00,Humidité relative,Humidité relative,%,99.4
2025-12-28 00:00:00,Température,Température,°C,11.4
