Date,nom_ar,nom_fr,unite,valeur
2025-12-17 14:00:00,Humidité relative,Humidité relative,%,40.0
2025-12-17 14:00:00,Température,Température,°c,16.8
2025-12-17 14:00:00,Direction du vent,Direction du vent,Deg,182.7
2025-12-17 14:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,950.7
2025-12-17 13:00:00,Point de Rosée,Point de Rosée,°c,6.8
2025-12-17 13:00:00,Humidité relative,Humidité relative,%,54.8
2025-12-17 13:00:00,Température,Température,°c,15.9
2025-12-17 13:00:00,Direction du vent,Direction du vent,Deg,210.1
2025-12-17 13:00:00,Vitesse du vent,Vitesse du vent,m/s,1.71
2025-12-17 13:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,951.0
2025-12-17 12:00:00,Vitesse du vent,Vitesse du vent,m/s,3.1
2025-12-17 12:00:00,Point de Rosée,Point de Rosée,°c,8.3
2025-12-17 12:00:00,Direction du vent,Direction du vent,Deg,145.5
2025-12-17 12:00:00,Humidité relative,Humidité relative,%,65.4
2025-12-17 12:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,951.6
2025-12-17 12:00:00,Température,Température,°c,14.7
2025-12-17 11:00:00,Point de Rosée,Point de Rosée,°c,8.6
2025-12-17 11:00:00,Humidité relative,Humidité relative,%,82.9
2025-12-17 11:00:00,Température,Température,°c,11.4
2025-12-17 11:00:00,Direction du vent,Direction du vent,Deg,322.6
2025-12-17 11:00:00,Vitesse du vent,Vitesse du vent,m/s,0.88
2025-12-17 11:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,952.4
2025-12-17 10:00:00,Direction du vent,Direction du vent,Deg,346.0
2025-12-17 10:00:00,Point de Rosée,Point de Rosée,°c,7.8
2025-12-17 10:00:00,Température,Température,°c,9.2
2025-12-17 10:00:00,Vitesse du vent,Vitesse du vent,m/s,0.56
2025-12-17 10:00:00,Humidité relative,Humidité relative,%,91.2
2025-12-17 10:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,952.5
2025-12-17 09:00:00,Direction du vent,Direction du vent,Deg,90.0
2025-12-17 09:00:00,Point de Rosée,Point de Rosée,°c,6.7
2025-12-17 09:00:00,Humidité relative,Humidité relative,%,97.6
2025-12-17 09:00:00,Température,Température,°c,7.1
2025-12-17 09:00:00,Vitesse du vent,Vitesse du vent,m/s,0.47
2025-12-17 09:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,951.8
2025-12-17 08:00:00,Vitesse du vent,Vitesse du vent,m/s,1.22
2025-12-17 08:00:00,Point de Rosée,Point de Rosée,°c,5.0
2025-12-17 08:00:00,Direction du vent,Direction du vent,Deg,99.7
2025-12-17 08:00:00,Humidité relative,Humidité relative,%,96.5
2025-12-17 08:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,951.2
2025-12-17 08:00:00,Température,Température,°c,5.6
2025-12-17 07:00:00,Point de Rosée,Point de Rosée,°c,6.8
2025-12-17 07:00:00,Vitesse du vent,Vitesse du vent,m/s,0.9
2025-12-17 07:00:00,Humidité relative,Humidité relative,%,98.9
2025-12-17 07:00:00,Direction du vent,Direction du vent,Deg,113.1
2025-12-17 07:00:00,Rayonnement solaire,Rayonnement solaire,W/m²,950.6
2025-12-17 07:00:00,Température,Température,°c,7.0
2025-12-17 06:00:00,Vitesse du vent,Vitesse du vent,m/s,1.3
2025-12-17 06:00:00,Point de Rosée,Point de Rosée,°c,5.1
2025-12-17 06:00:00,Humidité relative,Humidité relative,%,100.0
2025-12-17 06:00:00,Température,Température,°c,5.1
2025-12-17 06:00:00,Direction du vent,Direction du vent,Deg,129.4
